AUG5HIST00005.spu,AUG5HIST00004.spu,
Wavelength,AUG5HIST00006.spu,AUG5HIST00007.spu,AUG5HIST00008.spu,AUG5HIST00009.spu,AUG5HIST00010.spu,AUG5HIST00011.spu,AUG5HIST00012.spu,AUG5HIST00013.spu,AUG5HIST00014.spu,AUG5HIST00015.spu,AUG5HIST00016.spu,AUG5HIST00017.spu,AUG5HIST00018.spu,AUG5HIST00019.spu,AUG5HIST00020.spu,AUG5HIST00021.spu,AUG5HIST00022.spu,AUG5HIST00023.spu,AUG5HIST00024.spu,AUG5HIST00025.spu,AUG5HIST00026.spu,AUG5HIST00027.spu,AUG5HIST00028.spu,AUG5HIST00029.spu,AUG5HIST00030.spu,AUG5HIST00031.spu,AUG5HIST00032.spu,AUG5HIST00033.spu,AUG5HIST00034.spu,AUG5HIST00035.spu,AUG5HIST00036.spu,AUG5HIST00037.spu,AUG5HIST00038.spu,AUG5HIST00039.spu,AUG5HIST00040.spu,AUG5HIST00041.spu,AUG5HIST00042.spu,AUG5HIST00043.spu,AUG5HIST00044.spu,AUG5HIST00045.spu,AUG5HIST00046.spu,AUG5HIST00047.spu,AUG5HIST00048.spu,AUG5HIST00049.spu,AUG5HIST00050.spu,AUG5HIST00051.spu,AUG5HIST00052.spu,AUG5HIST00053.spu,AUG5HIST00054.spu,AUG5HIST00055.spu,AUG5HIST00056.spu,AUG5HIST00057.spu,AUG5HIST00058.spu,AUG5HIST00059.spu,AUG5HIST00060.spu,AUG5HIST00061.spu,AUG5HIST00062.spu,AUG5HIST00063.spu,AUG5HIST00064.spu,AUG5HIST00065.spu,AUG5HIST00066.spu,AUG5HIST00067.spu,AUG5HIST00068.spu,AUG5HIST00069.spu,AUG5HIST00070.spu,AUG5HIST00071.spu,AUG5HIST00072.spu,AUG5HIST00073.spu,AUG5HIST00074.spu,AUG5HIST00075.spu,AUG5HIST00076.spu,AUG5HIST00077.spu,AUG5HIST00078.spu,AUG5HIST00079.spu,AUG5HIST00080.spu,AUG5HIST00081.spu,AUG5HIST00082.spu,AUG5HIST00083.spu,AUG5HIST00084.spu,AUG5HIST00085.spu
 949 , 0.425616 , 0.386919 , 0.341403 , 0.31856 , 0.381856 , 0.297234 , 0.386465 , 0.372742 , 0.453954 , 0.53511 , 0.287574 , 0.272749 , 0.131456 , 0.29441 , 0.314662 , 0.17017 , 0.180541 , 0.235421 , 0.274101 , 0.205412 , 0.390874 , 0.375725 , 0.269964 , 0.316992 , 0.410808 , 0.343023 , 0.4438 , 0.38822 , 0.346472 , 0.411461 , 0.415161 , 0.323089 , 0.119728 , 0.194514 , 0.239842 , 0.219795 , 0.306104 , 0.352166 , 0.116 , 0.287483 , 0.391454 , 0.322288 , 0.469297 , 0.386129 , 0.31448 , 0.424497 , 0.372673 , 0.462756 , 0.392528 , 0.270891 , 0.297711 , 0.213243 , 0.316969 , 0.237552 , 0.356456 , 0.287926 , 0.332351 , 0.249008 , 0.298791 , 0.188371 , 0.356069 , 0.252758 , 0.338142 , 0.324896 , 0.437754 , 0.42994 , 0.343102 , 0.320969 , 0.490179 , 0.41507 , 0.237813 , 0.150327 , 0.281886 , 0.368162 , 0.293728 , 0.276289 , 0.156186 , 0.183024 , 0.197781 , 0.078076 
 950 , 0.42478 , 0.38757 , 0.341768 , 0.319199 , 0.38257 , 0.297368 , 0.384772 , 0.374109 , 0.454397 , 0.534531 , 0.28721 , 0.272972 , 0.131549 , 0.294582 , 0.316521 , 0.170546 , 0.181675 , 0.235438 , 0.273954 , 0.205844 , 0.391758 , 0.375868 , 0.270441 , 0.317094 , 0.410859 , 0.343323 , 0.44299 , 0.388699 , 0.346098 , 0.41095 , 0.415535 , 0.323478 , 0.120199 , 0.194489 , 0.239785 , 0.219418 , 0.307032 , 0.351733 , 0.116085 , 0.287704 , 0.392995 , 0.322127 , 0.469021 , 0.386185 , 0.314824 , 0.425342 , 0.372736 , 0.463108 , 0.392989 , 0.270821 , 0.297913 , 0.213562 , 0.318303 , 0.23726 , 0.356716 , 0.287324 , 0.333375 , 0.249313 , 0.298929 , 0.188354 , 0.356721 , 0.25265 , 0.33846 , 0.325135 , 0.437446 , 0.429757 , 0.343737 , 0.321265 , 0.490097 , 0.41511 , 0.238781 , 0.150713 , 0.282057 , 0.368559 , 0.293537 , 0.276797 , 0.156836 , 0.183621 , 0.198966 , 0.078631 
 951 , 0.42456 , 0.387197 , 0.341395 , 0.318523 , 0.382657 , 0.296792 , 0.382617 , 0.374411 , 0.454275 , 0.534332 , 0.28658 , 0.272732 , 0.131865 , 0.294462 , 0.317147 , 0.170888 , 0.182628 , 0.234857 , 0.274005 , 0.206097 , 0.392351 , 0.375923 , 0.271095 , 0.317136 , 0.410894 , 0.343157 , 0.441012 , 0.388635 , 0.345174 , 0.409291 , 0.41561 , 0.324256 , 0.120636 , 0.194471 , 0.239937 , 0.219526 , 0.307044 , 0.351635 , 0.116613 , 0.287683 , 0.39342 , 0.321625 , 0.468925 , 0.385782 , 0.315022 , 0.4261 , 0.372667 , 0.462554 , 0.392567 , 0.270698 , 0.297906 , 0.213741 , 0.319193 , 0.237096 , 0.356619 , 0.286473 , 0.332775 , 0.249337 , 0.299366 , 0.18822 , 0.35692 , 0.25282 , 0.338406 , 0.325251 , 0.436642 , 0.429481 , 0.344305 , 0.322103 , 0.490507 , 0.415559 , 0.23996 , 0.150908 , 0.281642 , 0.369087 , 0.293553 , 0.277108 , 0.157403 , 0.184333 , 0.199761 , 0.079068 
 952 , 0.424335 , 0.386817 , 0.341014 , 0.317836 , 0.382737 , 0.296206 , 0.380449 , 0.374702 , 0.454142 , 0.534141 , 0.285946 , 0.272488 , 0.132192 , 0.294334 , 0.317762 , 0.17123 , 0.183584 , 0.23427 , 0.274064 , 0.206352 , 0.392946 , 0.375971 , 0.271748 , 0.31717 , 0.410922 , 0.342994 , 0.439017 , 0.38857 , 0.344246 , 0.407622 , 0.41568 , 0.325046 , 0.121073 , 0.194453 , 0.240097 , 0.219634 , 0.307047 , 0.351536 , 0.117152 , 0.287659 , 0.393834 , 0.321114 , 0.468824 , 0.385366 , 0.315218 , 0.426862 , 0.372591 , 0.461995 , 0.392132 , 0.270576 , 0.297896 , 0.213915 , 0.320089 , 0.236927 , 0.356521 , 0.28561 , 0.332153 , 0.249361 , 0.299808 , 0.188079 , 0.357112 , 0.252986 , 0.338345 , 0.32537 , 0.43583 , 0.429206 , 0.344883 , 0.322952 , 0.490926 , 0.416016 , 0.24115 , 0.151102 , 0.281223 , 0.36962 , 0.293566 , 0.277421 , 0.157971 , 0.185046 , 0.200559 , 0.079503 
 953 , 0.424505 , 0.384623 , 0.339714 , 0.317257 , 0.3813 , 0.295634 , 0.378459 , 0.37354 , 0.454024 , 0.53377 , 0.28626 , 0.271245 , 0.132569 , 0.294072 , 0.317092 , 0.170462 , 0.184017 , 0.23404 , 0.273461 , 0.206117 , 0.392469 , 0.375596 , 0.271751 , 0.317007 , 0.410279 , 0.342481 , 0.437367 , 0.388009 , 0.342612 , 0.405689 , 0.414881 , 0.324477 , 0.120945 , 0.194169 , 0.23988 , 0.219644 , 0.306428 , 0.351764 , 0.117332 , 0.287209 , 0.393259 , 0.320449 , 0.468494 , 0.384334 , 0.315069 , 0.426823 , 0.371881 , 0.46083 , 0.390924 , 0.269643 , 0.297458 , 0.214053 , 0.319864 , 0.236687 , 0.355576 , 0.284999 , 0.330954 , 0.249066 , 0.29948 , 0.187596 , 0.356246 , 0.252912 , 0.337641 , 0.3245 , 0.434691 , 0.428317 , 0.344651 , 0.323046 , 0.490872 , 0.415222 , 0.2413 , 0.151317 , 0.280909 , 0.36987 , 0.292652 , 0.27696 , 0.158032 , 0.185051 , 0.200663 , 0.079473 
 954 , 0.42414 , 0.381649 , 0.338756 , 0.317002 , 0.380117 , 0.295794 , 0.377187 , 0.372203 , 0.453801 , 0.53348 , 0.287171 , 0.26963 , 0.132564 , 0.293705 , 0.316139 , 0.169134 , 0.183615 , 0.234207 , 0.272241 , 0.205857 , 0.390965 , 0.374809 , 0.271361 , 0.316281 , 0.408852 , 0.341293 , 0.436317 , 0.387417 , 0.340373 , 0.404146 , 0.412883 , 0.322503 , 0.120654 , 0.193794 , 0.239191 , 0.219379 , 0.306103 , 0.351545 , 0.117061 , 0.286501 , 0.392696 , 0.319551 , 0.467403 , 0.383233 , 0.314561 , 0.426121 , 0.370585 , 0.459319 , 0.389455 , 0.268767 , 0.296498 , 0.214156 , 0.318569 , 0.235961 , 0.35423 , 0.284293 , 0.330252 , 0.24858 , 0.298791 , 0.187044 , 0.354401 , 0.252287 , 0.336292 , 0.323235 , 0.433847 , 0.427188 , 0.344109 , 0.322038 , 0.48986 , 0.413609 , 0.240809 , 0.151485 , 0.280864 , 0.36941 , 0.291241 , 0.276175 , 0.157508 , 0.184909 , 0.20014 , 0.079265 
 955 , 0.423481 , 0.378565 , 0.338066 , 0.316885 , 0.379235 , 0.296284 , 0.376215 , 0.370986 , 0.453529 , 0.533255 , 0.288228 , 0.267979 , 0.132386 , 0.293304 , 0.315222 , 0.167696 , 0.182916 , 0.234508 , 0.270823 , 0.205641 , 0.389147 , 0.373893 , 0.27088 , 0.315336 , 0.40716 , 0.33986 , 0.435493 , 0.38687 , 0.337969 , 0.402823 , 0.410475 , 0.320087 , 0.120373 , 0.193407 , 0.238345 , 0.219004 , 0.305986 , 0.351083 , 0.116627 , 0.285742 , 0.392275 , 0.318566 , 0.466007 , 0.382187 , 0.313933 , 0.425235 , 0.369113 , 0.45773 , 0.38796 , 0.268019 , 0.295364 , 0.214252 , 0.316948 , 0.235019 , 0.352826 , 0.283511 , 0.329851 , 0.248041 , 0.298032 , 0.186515 , 0.35227 , 0.251448 , 0.334739 , 0.321915 , 0.433171 , 0.426041 , 0.343527 , 0.320632 , 0.488487 , 0.411798 , 0.240156 , 0.151625 , 0.280934 , 0.368682 , 0.289738 , 0.275347 , 0.156791 , 0.184795 , 0.19943 , 0.079034 
 956 , 0.423141 , 0.376996 , 0.337621 , 0.316812 , 0.378208 , 0.296677 , 0.376401 , 0.370826 , 0.453287 , 0.532728 , 0.288904 , 0.267483 , 0.13256 , 0.292909 , 0.314144 , 0.167357 , 0.181997 , 0.23472 , 0.269845 , 0.205899 , 0.387409 , 0.373376 , 0.270576 , 0.314784 , 0.405709 , 0.339139 , 0.434982 , 0.386905 , 0.336012 , 0.402043 , 0.408632 , 0.318415 , 0.120595 , 0.193362 , 0.237836 , 0.219106 , 0.306212 , 0.350788 , 0.11664 , 0.285369 , 0.39223 , 0.317962 , 0.464952 , 0.381868 , 0.313724 , 0.424376 , 0.368005 , 0.456505 , 0.387369 , 0.267891 , 0.294462 , 0.214454 , 0.315549 , 0.234584 , 0.352057 , 0.283091 , 0.329814 , 0.247642 , 0.297442 , 0.186399 , 0.350924 , 0.250758 , 0.33357 , 0.321067 , 0.433237 , 0.425107 , 0.343508 , 0.319639 , 0.487331 , 0.410688 , 0.24013 , 0.152078 , 0.28142 , 0.36813 , 0.288859 , 0.275024 , 0.156463 , 0.185045 , 0.199141 , 0.078993 
 957 , 0.423345 , 0.377156 , 0.337266 , 0.317324 , 0.376952 , 0.296635 , 0.37749 , 0.371592 , 0.453007 , 0.531769 , 0.289007 , 0.26816 , 0.133161 , 0.292694 , 0.313009 , 0.168178 , 0.181211 , 0.234807 , 0.269393 , 0.206649 , 0.386355 , 0.373436 , 0.270501 , 0.314672 , 0.404799 , 0.339397 , 0.434778 , 0.387441 , 0.33488 , 0.401927 , 0.407949 , 0.318042 , 0.121282 , 0.193774 , 0.237911 , 0.219631 , 0.306479 , 0.351034 , 0.117251 , 0.285524 , 0.392366 , 0.318019 , 0.464694 , 0.382273 , 0.313965 , 0.423582 , 0.367442 , 0.455856 , 0.387842 , 0.268155 , 0.294062 , 0.21483 , 0.314819 , 0.234965 , 0.352035 , 0.283155 , 0.330023 , 0.247438 , 0.297099 , 0.186797 , 0.350892 , 0.250282 , 0.333432 , 0.320863 , 0.433935 , 0.424385 , 0.343966 , 0.319105 , 0.486734 , 0.410052 , 0.240845 , 0.153002 , 0.282245 , 0.36768 , 0.288849 , 0.275013 , 0.156802 , 0.185598 , 0.199513 , 0.079221 
 958 , 0.423923 , 0.377569 , 0.336652 , 0.31869 , 0.375571 , 0.29604 , 0.37809 , 0.37206 , 0.452627 , 0.530635 , 0.288808 , 0.268797 , 0.133858 , 0.292761 , 0.312059 , 0.169045 , 0.180999 , 0.234844 , 0.269069 , 0.207398 , 0.386273 , 0.373736 , 0.27049 , 0.314607 , 0.404353 , 0.340049 , 0.434546 , 0.387813 , 0.33437 , 0.401975 , 0.40821 , 0.318537 , 0.121876 , 0.194351 , 0.238383 , 0.220036 , 0.306204 , 0.351884 , 0.11807 , 0.285881 , 0.392162 , 0.318503 , 0.465175 , 0.382603 , 0.314211 , 0.422859 , 0.367145 , 0.455532 , 0.388549 , 0.267993 , 0.294097 , 0.215308 , 0.3148 , 0.235841 , 0.352156 , 0.283389 , 0.329998 , 0.247347 , 0.296872 , 0.187329 , 0.351686 , 0.249884 , 0.334336 , 0.32091 , 0.434405 , 0.423657 , 0.344268 , 0.318645 , 0.486704 , 0.409002 , 0.24173 , 0.154158 , 0.282914 , 0.367099 , 0.289216 , 0.27468 , 0.157556 , 0.186033 , 0.200268 , 0.079582 
 959 , 0.424532 , 0.377929 , 0.336323 , 0.319897 , 0.37462 , 0.295516 , 0.378507 , 0.372365 , 0.452363 , 0.529698 , 0.288434 , 0.269402 , 0.134437 , 0.293029 , 0.311529 , 0.169748 , 0.180887 , 0.234851 , 0.268875 , 0.207977 , 0.38632 , 0.373968 , 0.270467 , 0.314515 , 0.403981 , 0.340556 , 0.434271 , 0.388059 , 0.334062 , 0.402083 , 0.408593 , 0.319166 , 0.122409 , 0.19499 , 0.238845 , 0.220397 , 0.306027 , 0.352641 , 0.118811 , 0.28623 , 0.391963 , 0.318945 , 0.465825 , 0.382926 , 0.314362 , 0.422373 , 0.366897 , 0.455241 , 0.389204 , 0.267895 , 0.294276 , 0.215745 , 0.314962 , 0.236777 , 0.352245 , 0.283578 , 0.33 , 0.247293 , 0.296814 , 0.187828 , 0.352318 , 0.24948 , 0.335371 , 0.321229 , 0.434708 , 0.423132 , 0.344448 , 0.318169 , 0.486654 , 0.408123 , 0.242551 , 0.155169 , 0.283561 , 0.366483 , 0.289743 , 0.274462 , 0.158314 , 0.186321 , 0.200996 , 0.079942 
 960 , 0.425227 , 0.378098 , 0.337134 , 0.32033 , 0.375369 , 0.295271 , 0.378217 , 0.372024 , 0.452614 , 0.529525 , 0.287333 , 0.26989 , 0.134504 , 0.294045 , 0.312765 , 0.169813 , 0.181215 , 0.234734 , 0.269201 , 0.207867 , 0.386811 , 0.373872 , 0.270359 , 0.314279 , 0.403869 , 0.340439 , 0.43377 , 0.387823 , 0.334569 , 0.402428 , 0.40948 , 0.320313 , 0.122684 , 0.195923 , 0.239226 , 0.220592 , 0.306222 , 0.353028 , 0.119209 , 0.28653 , 0.391868 , 0.319189 , 0.467152 , 0.383195 , 0.314109 , 0.422882 , 0.366866 , 0.455128 , 0.389676 , 0.268054 , 0.295068 , 0.216009 , 0.31585 , 0.237932 , 0.352186 , 0.283558 , 0.330066 , 0.247402 , 0.297458 , 0.188199 , 0.352271 , 0.249013 , 0.336891 , 0.322681 , 0.434296 , 0.423414 , 0.344129 , 0.317686 , 0.486454 , 0.407779 , 0.243136 , 0.155586 , 0.284123 , 0.365758 , 0.290915 , 0.274744 , 0.159044 , 0.186035 , 0.201613 , 0.080296 
 961 , 0.424969 , 0.37875 , 0.337462 , 0.319317 , 0.37553 , 0.294756 , 0.378095 , 0.371965 , 0.453265 , 0.528876 , 0.286525 , 0.270437 , 0.134479 , 0.294055 , 0.314284 , 0.169903 , 0.181438 , 0.234284 , 0.26955 , 0.207615 , 0.386178 , 0.373027 , 0.269923 , 0.314019 , 0.403351 , 0.340055 , 0.432782 , 0.387686 , 0.334682 , 0.402182 , 0.409491 , 0.320989 , 0.122859 , 0.196532 , 0.239125 , 0.220964 , 0.306545 , 0.352906 , 0.11926 , 0.28626 , 0.392437 , 0.318589 , 0.467444 , 0.383201 , 0.313945 , 0.423388 , 0.366859 , 0.455106 , 0.389618 , 0.268381 , 0.295784 , 0.215772 , 0.315781 , 0.238278 , 0.352064 , 0.283339 , 0.329706 , 0.247158 , 0.297688 , 0.188347 , 0.351398 , 0.248451 , 0.336829 , 0.323927 , 0.433635 , 0.423382 , 0.343523 , 0.317566 , 0.485481 , 0.406288 , 0.243317 , 0.155504 , 0.284396 , 0.365305 , 0.291508 , 0.275532 , 0.159323 , 0.185997 , 0.201995 , 0.080526 
 962 , 0.424719 , 0.379391 , 0.337779 , 0.318323 , 0.375686 , 0.294247 , 0.377979 , 0.371902 , 0.453905 , 0.528245 , 0.285736 , 0.270968 , 0.134447 , 0.294061 , 0.315776 , 0.169988 , 0.181662 , 0.233846 , 0.269889 , 0.20737 , 0.385558 , 0.372201 , 0.269499 , 0.31376 , 0.40284 , 0.339682 , 0.431812 , 0.387557 , 0.334791 , 0.401936 , 0.409498 , 0.321655 , 0.123028 , 0.197125 , 0.239025 , 0.221325 , 0.306858 , 0.352779 , 0.119312 , 0.285996 , 0.392996 , 0.318001 , 0.467731 , 0.383208 , 0.313788 , 0.423888 , 0.366847 , 0.45508 , 0.389568 , 0.268703 , 0.296484 , 0.215542 , 0.315719 , 0.238618 , 0.351949 , 0.283127 , 0.329358 , 0.24692 , 0.297912 , 0.188495 , 0.350543 , 0.247903 , 0.336768 , 0.325145 , 0.432981 , 0.423352 , 0.34293 , 0.317453 , 0.484527 , 0.404839 , 0.243486 , 0.155428 , 0.284669 , 0.364859 , 0.292084 , 0.27631 , 0.159602 , 0.185954 , 0.202371 , 0.08075 
 963 , 0.423674 , 0.379433 , 0.3371 , 0.318391 , 0.375748 , 0.29441 , 0.377988 , 0.372023 , 0.453033 , 0.528004 , 0.286283 , 0.271102 , 0.134479 , 0.294523 , 0.316985 , 0.170395 , 0.181824 , 0.234288 , 0.269742 , 0.207187 , 0.384936 , 0.371713 , 0.269917 , 0.313543 , 0.402228 , 0.339323 , 0.430943 , 0.38747 , 0.33478 , 0.401314 , 0.409305 , 0.321371 , 0.12309 , 0.197147 , 0.238476 , 0.221798 , 0.307086 , 0.352727 , 0.119088 , 0.285956 , 0.393571 , 0.3179 , 0.467763 , 0.382932 , 0.313751 , 0.423556 , 0.366673 , 0.454794 , 0.38874 , 0.268811 , 0.297232 , 0.215054 , 0.315653 , 0.238323 , 0.351689 , 0.283078 , 0.328679 , 0.246665 , 0.297898 , 0.188625 , 0.349578 , 0.247641 , 0.33636 , 0.325073 , 0.432823 , 0.422788 , 0.342015 , 0.317149 , 0.484226 , 0.402499 , 0.243747 , 0.15518 , 0.284923 , 0.364867 , 0.291515 , 0.277175 , 0.160039 , 0.186847 , 0.202265 , 0.081066 
 964 , 0.423119 , 0.379338 , 0.337026 , 0.318972 , 0.376309 , 0.295234 , 0.378021 , 0.372269 , 0.451994 , 0.527961 , 0.28682 , 0.271999 , 0.134762 , 0.295658 , 0.318532 , 0.170129 , 0.181888 , 0.235111 , 0.269761 , 0.207271 , 0.38509 , 0.371823 , 0.270936 , 0.314034 , 0.402517 , 0.339518 , 0.430623 , 0.38739 , 0.33511 , 0.40124 , 0.410106 , 0.321187 , 0.12337 , 0.197229 , 0.238327 , 0.222211 , 0.307869 , 0.352707 , 0.118968 , 0.286509 , 0.394041 , 0.318735 , 0.468194 , 0.383491 , 0.313825 , 0.423221 , 0.366884 , 0.454576 , 0.388791 , 0.268783 , 0.298364 , 0.215136 , 0.316181 , 0.238677 , 0.351661 , 0.283192 , 0.328708 , 0.246865 , 0.297845 , 0.188974 , 0.348983 , 0.247972 , 0.33689 , 0.324623 , 0.433403 , 0.423113 , 0.341586 , 0.31687 , 0.48449 , 0.403788 , 0.244621 , 0.155183 , 0.285662 , 0.36555 , 0.291205 , 0.278028 , 0.160947 , 0.187657 , 0.202304 , 0.081476 
 965 , 0.422729 , 0.379228 , 0.337148 , 0.319652 , 0.377004 , 0.296201 , 0.378057 , 0.372532 , 0.450969 , 0.527951 , 0.287308 , 0.2731 , 0.13511 , 0.296937 , 0.320156 , 0.169678 , 0.181927 , 0.235996 , 0.26984 , 0.207416 , 0.385455 , 0.372079 , 0.27207 , 0.31471 , 0.403048 , 0.339854 , 0.430456 , 0.387317 , 0.335541 , 0.401338 , 0.411176 , 0.321056 , 0.123704 , 0.197341 , 0.238305 , 0.222598 , 0.308795 , 0.352686 , 0.118887 , 0.287206 , 0.394466 , 0.319799 , 0.468743 , 0.384283 , 0.313912 , 0.422921 , 0.367206 , 0.454382 , 0.389117 , 0.268725 , 0.299591 , 0.215381 , 0.316856 , 0.239228 , 0.351696 , 0.283334 , 0.328946 , 0.247192 , 0.297791 , 0.189382 , 0.348503 , 0.248449 , 0.337681 , 0.324129 , 0.434169 , 0.423697 , 0.341309 , 0.316612 , 0.484875 , 0.406099 , 0.245658 , 0.155261 , 0.286516 , 0.366396 , 0.291004 , 0.278863 , 0.161968 , 0.188409 , 0.20239 , 0.081907 
 966 , 0.422588 , 0.379777 , 0.337752 , 0.320187 , 0.377899 , 0.297166 , 0.377814 , 0.372801 , 0.451344 , 0.528016 , 0.287885 , 0.274423 , 0.135931 , 0.297626 , 0.321473 , 0.169058 , 0.182526 , 0.237097 , 0.27044 , 0.207908 , 0.386047 , 0.373006 , 0.273109 , 0.315834 , 0.40401 , 0.340631 , 0.430827 , 0.387845 , 0.336101 , 0.401808 , 0.412312 , 0.321291 , 0.124392 , 0.197536 , 0.238657 , 0.223163 , 0.309939 , 0.353 , 0.119311 , 0.288107 , 0.395401 , 0.320836 , 0.469398 , 0.385382 , 0.314525 , 0.422929 , 0.36801 , 0.454639 , 0.389933 , 0.26854 , 0.300608 , 0.215942 , 0.317456 , 0.240341 , 0.352272 , 0.28376 , 0.329632 , 0.247743 , 0.29803 , 0.190179 , 0.349091 , 0.249211 , 0.33852 , 0.324141 , 0.435162 , 0.424517 , 0.341678 , 0.317006 , 0.485302 , 0.409165 , 0.246969 , 0.155948 , 0.287436 , 0.367567 , 0.291561 , 0.279789 , 0.162964 , 0.189018 , 0.203186 , 0.082606 
 967 , 0.422514 , 0.380576 , 0.338466 , 0.320554 , 0.378702 , 0.298093 , 0.377393 , 0.372805 , 0.452351 , 0.527846 , 0.288883 , 0.275227 , 0.136951 , 0.29815 , 0.321999 , 0.169256 , 0.18346 , 0.238277 , 0.271542 , 0.208463 , 0.386672 , 0.374411 , 0.273833 , 0.316897 , 0.404488 , 0.341511 , 0.431599 , 0.388661 , 0.336546 , 0.402465 , 0.413212 , 0.321639 , 0.125244 , 0.197899 , 0.239163 , 0.223821 , 0.310932 , 0.353636 , 0.120153 , 0.288951 , 0.39642 , 0.321502 , 0.469652 , 0.386221 , 0.315149 , 0.423143 , 0.368851 , 0.455213 , 0.390912 , 0.268662 , 0.301276 , 0.216462 , 0.317731 , 0.241522 , 0.353253 , 0.284226 , 0.33069 , 0.24839 , 0.298762 , 0.191094 , 0.350025 , 0.250001 , 0.339335 , 0.324616 , 0.436044 , 0.42496 , 0.342483 , 0.317885 , 0.485582 , 0.411087 , 0.247979 , 0.156949 , 0.288363 , 0.368469 , 0.292551 , 0.280701 , 0.163737 , 0.189591 , 0.204326 , 0.083471 
 968 , 0.422325 , 0.381178 , 0.338944 , 0.320851 , 0.37924 , 0.298974 , 0.376993 , 0.372512 , 0.453034 , 0.527355 , 0.290279 , 0.275262 , 0.137837 , 0.298934 , 0.321875 , 0.170518 , 0.184341 , 0.239385 , 0.272815 , 0.20883 , 0.387163 , 0.37585 , 0.274262 , 0.317553 , 0.40409 , 0.342185 , 0.432409 , 0.389352 , 0.336766 , 0.403049 , 0.413796 , 0.321852 , 0.126015 , 0.198375 , 0.239562 , 0.224459 , 0.311585 , 0.35439 , 0.121082 , 0.289582 , 0.397155 , 0.321772 , 0.469367 , 0.38654 , 0.315392 , 0.423349 , 0.369373 , 0.455824 , 0.391708 , 0.26922 , 0.301701 , 0.216713 , 0.31769 , 0.242358 , 0.354287 , 0.284534 , 0.331816 , 0.248977 , 0.29982 , 0.191858 , 0.350554 , 0.250612 , 0.340082 , 0.325224 , 0.436628 , 0.424789 , 0.343289 , 0.318805 , 0.485676 , 0.411155 , 0.248423 , 0.157839 , 0.289245 , 0.368819 , 0.293469 , 0.281516 , 0.16427 , 0.190212 , 0.205332 , 0.084313 
 969 , 0.422154 , 0.381184 , 0.339074 , 0.32131 , 0.379275 , 0.299458 , 0.376626 , 0.371884 , 0.453381 , 0.526845 , 0.291425 , 0.27479 , 0.138442 , 0.299521 , 0.321373 , 0.171538 , 0.184812 , 0.240145 , 0.273936 , 0.20905 , 0.387429 , 0.376867 , 0.274349 , 0.317881 , 0.40353 , 0.342577 , 0.432865 , 0.389665 , 0.336746 , 0.403266 , 0.414184 , 0.321838 , 0.126475 , 0.198654 , 0.239876 , 0.224904 , 0.311992 , 0.354831 , 0.121779 , 0.290002 , 0.397532 , 0.32178 , 0.468949 , 0.386643 , 0.315278 , 0.423335 , 0.369751 , 0.456265 , 0.392303 , 0.269567 , 0.301677 , 0.216751 , 0.317359 , 0.242795 , 0.354923 , 0.284567 , 0.332709 , 0.249503 , 0.300587 , 0.192221 , 0.350685 , 0.250925 , 0.340548 , 0.325628 , 0.436902 , 0.424614 , 0.343856 , 0.319447 , 0.485675 , 0.410795 , 0.248334 , 0.158499 , 0.289767 , 0.368845 , 0.293999 , 0.281889 , 0.164571 , 0.19065 , 0.206034 , 0.08484 
 970 , 0.422096 , 0.379756 , 0.33852 , 0.322273 , 0.378226 , 0.299004 , 0.376337 , 0.37059 , 0.453 , 0.526434 , 0.291889 , 0.273281 , 0.138402 , 0.299461 , 0.320113 , 0.171766 , 0.184374 , 0.24013 , 0.27458 , 0.209 , 0.387073 , 0.376834 , 0.273679 , 0.317497 , 0.402783 , 0.342378 , 0.432486 , 0.38917 , 0.336261 , 0.402702 , 0.414085 , 0.321297 , 0.12625 , 0.198408 , 0.239974 , 0.224975 , 0.311878 , 0.354558 , 0.121867 , 0.290041 , 0.39725 , 0.321228 , 0.468403 , 0.386415 , 0.314506 , 0.422817 , 0.369834 , 0.456182 , 0.392323 , 0.269261 , 0.300616 , 0.216306 , 0.316463 , 0.242301 , 0.354529 , 0.284052 , 0.332918 , 0.249867 , 0.300616 , 0.191645 , 0.350099 , 0.250526 , 0.340316 , 0.325519 , 0.436471 , 0.424487 , 0.343787 , 0.319397 , 0.485463 , 0.409655 , 0.247101 , 0.158674 , 0.289417 , 0.368228 , 0.293668 , 0.281268 , 0.164351 , 0.19064 , 0.206084 , 0.08465 
